eDNA.sample,rep,Run,taxa,nReads,Transect,position,depth,lat,lon,Profile
1005,1,1,Paralichthyidae%Citharichthys%NA,3286,60,1,25,44.23212833,-124.247595,Surface
1005,1,1,Pleuronectidae%NA%NA,40956,60,1,25,44.23212833,-124.247595,Surface
1005,2,1,Carangidae%Trachurus%Trachurus symmetricus,20,60,1,25,44.23212833,-124.247595,Surface
1005,2,1,Clupeidae%Clupea%Clupea pallasii,234,60,1,25,44.23212833,-124.247595,Surface
1005,2,1,Engraulidae%NA%NA,54304,60,1,25,44.23212833,-124.247595,Surface
1005,2,1,Merlucciidae%Merluccius%Merluccius productus,490,60,1,25,44.23212833,-124.247595,Surface
1005,2,1,Myctophidae%NA%NA,5,60,1,25,44.23212833,-124.247595,Surface
1005,2,1,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,4002,60,1,25,44.23212833,-124.247595,Surface
1005,2,1,Paralichthyidae%Citharichthys%NA,5600,60,1,25,44.23212833,-124.247595,Surface
1005,2,1,Pleuronectidae%NA%NA,89691,60,1,25,44.23212833,-124.247595,Surface
1205,1,2,Clupeidae%Clupea%Clupea pallasii,45041,67,1,45,45.39631833,-124.0406283,Bottom
1205,1,2,Cottidae%Leptocottus%Leptocottus armatus,3805,67,1,45,45.39631833,-124.0406283,Bottom
1205,1,2,Merlucciidae%Merluccius%Merluccius productus,10656,67,1,45,45.39631833,-124.0406283,Bottom
1205,1,2,Merlucciidae%Merluccius%NA,139,67,1,45,45.39631833,-124.0406283,Bottom
1205,1,2,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,2022,67,1,45,45.39631833,-124.0406283,Bottom
1205,1,2,Pleuronectidae%NA%NA,13084,67,1,45,45.39631833,-124.0406283,Bottom
1205,1,2,Rajidae%Raja%NA,729,67,1,45,45.39631833,-124.0406283,Bottom
1205,1,2,Rajidae%Raja%Raja binoculata,12889,67,1,45,45.39631833,-124.0406283,Bottom
1205,1,2,Sebastidae%Sebastes%Sebastes pinniger,44,67,1,45,45.39631833,-124.0406283,Bottom
1205,2,2,Clupeidae%Clupea%Clupea pallasii,39495,67,1,45,45.39631833,-124.0406283,Bottom
1205,2,2,Cottidae%Leptocottus%Leptocottus armatus,10218,67,1,45,45.39631833,-124.0406283,Bottom
1205,2,2,Liparidae%Liparis%NA,586,67,1,45,45.39631833,-124.0406283,Bottom
1205,2,2,Merlucciidae%Merluccius%Merluccius productus,1343,67,1,45,45.39631833,-124.0406283,Bottom
1205,2,2,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,236,67,1,45,45.39631833,-124.0406283,Bottom
1205,2,2,Paralichthyidae%Citharichthys%NA,225,67,1,45,45.39631833,-124.0406283,Bottom
1205,2,2,Pleuronectidae%Lyopsetta%Lyopsetta exilis,4674,67,1,45,45.39631833,-124.0406283,Bottom
1205,2,2,Pleuronectidae%NA%NA,868,67,1,45,45.39631833,-124.0406283,Bottom
1205,3,2,Clupeidae%Clupea%Clupea pallasii,533,67,1,45,45.39631833,-124.0406283,Bottom
1205,3,2,Liparidae%Liparis%Liparis pulchellus,78,67,1,45,45.39631833,-124.0406283,Bottom
1205,3,2,Merlucciidae%Merluccius%Merluccius productus,374,67,1,45,45.39631833,-124.0406283,Bottom
1205,3,2,Merlucciidae%Merluccius%NA,94,67,1,45,45.39631833,-124.0406283,Bottom
1205,3,2,Osmeridae%NA%NA,200,67,1,45,45.39631833,-124.0406283,Bottom
1205,3,2,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,50,67,1,45,45.39631833,-124.0406283,Bottom
1205,3,2,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,38,67,1,45,45.39631833,-124.0406283,Bottom
1205,3,2,Pleuronectidae%Eopsetta%Eopsetta jordani,65,67,1,45,45.39631833,-124.0406283,Bottom
1205,4,2,Clupeidae%Clupea%Clupea pallasii,30923,67,1,45,45.39631833,-124.0406283,Bottom
1205,4,2,Merlucciidae%Merluccius%Merluccius productus,8441,67,1,45,45.39631833,-124.0406283,Bottom
1205,4,2,Merlucciidae%Merluccius%NA,637,67,1,45,45.39631833,-124.0406283,Bottom
1205,4,2,Rajidae%Raja%Raja rhina,8107,67,1,45,45.39631833,-124.0406283,Bottom
1206,1,2,Agonidae%NA%NA,1360,67,1,45,45.39631833,-124.0406283,Bottom
1206,1,2,Chimaeridae%Hydrolagus%Hydrolagus colliei,22,67,1,45,45.39631833,-124.0406283,Bottom
1206,1,2,Clupeidae%Clupea%Clupea pallasii,29101,67,1,45,45.39631833,-124.0406283,Bottom
1206,1,2,Cottidae%Chitonotus%Chitonotus pugetensis,435,67,1,45,45.39631833,-124.0406283,Bottom
1206,1,2,Cottidae%Leptocottus%Leptocottus armatus,3059,67,1,45,45.39631833,-124.0406283,Bottom
1206,1,2,Merlucciidae%Merluccius%Merluccius productus,16,67,1,45,45.39631833,-124.0406283,Bottom
1206,1,2,Osmeridae%NA%NA,6484,67,1,45,45.39631833,-124.0406283,Bottom
1206,1,2,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,1134,67,1,45,45.39631833,-124.0406283,Bottom
1206,1,2,Pleuronectidae%Glyptocephalus%Glyptocephalus zachirus,145,67,1,45,45.39631833,-124.0406283,Bottom
1206,1,2,Pleuronectidae%Isopsetta%Isopsetta isolepis,2550,67,1,45,45.39631833,-124.0406283,Bottom
1206,1,2,Pleuronectidae%Lyopsetta%Lyopsetta exilis,383,67,1,45,45.39631833,-124.0406283,Bottom
1206,1,2,Pleuronectidae%NA%NA,1673,67,1,45,45.39631833,-124.0406283,Bottom
1206,1,2,Pleuronectidae%Psettichthys%Psettichthys melanostictus,80,67,1,45,45.39631833,-124.0406283,Bottom
1206,1,2,Rajidae%Raja%Raja binoculata,543,67,1,45,45.39631833,-124.0406283,Bottom
1206,1,2,Salmonidae%Oncorhynchus%Oncorhynchus kisutch,159,67,1,45,45.39631833,-124.0406283,Bottom
1206,2,2,Agonidae%Chesnonia%Chesnonia verrucosa,319,67,1,45,45.39631833,-124.0406283,Bottom
1206,2,2,Bathymasteridae%Ronquilus%Ronquilus jordani,164,67,1,45,45.39631833,-124.0406283,Bottom
1206,2,2,Chimaeridae%Hydrolagus%Hydrolagus colliei,80,67,1,45,45.39631833,-124.0406283,Bottom
1206,2,2,Clupeidae%Clupea%Clupea pallasii,25615,67,1,45,45.39631833,-124.0406283,Bottom
1206,2,2,Clupeidae%Sardinops%NA,344,67,1,45,45.39631833,-124.0406283,Bottom
1206,2,2,Cottidae%Artedius%Artedius fenestralis|lateralis,38,67,1,45,45.39631833,-124.0406283,Bottom
1206,2,2,Cottidae%Chitonotus%Chitonotus pugetensis,534,67,1,45,45.39631833,-124.0406283,Bottom
1206,2,2,Cottidae%Leptocottus%Leptocottus armatus,1148,67,1,45,45.39631833,-124.0406283,Bottom
1206,2,2,Gadidae%Microgadus%Microgadus proximus,441,67,1,45,45.39631833,-124.0406283,Bottom
1206,2,2,Merlucciidae%Merluccius%Merluccius productus,42,67,1,45,45.39631833,-124.0406283,Bottom
1206,2,2,Osmeridae%Thaleichthys%Thaleichthys pacificus,729,67,1,45,45.39631833,-124.0406283,Bottom
1206,2,2,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,218,67,1,45,45.39631833,-124.0406283,Bottom
1206,2,2,Paralichthyidae%Citharichthys%NA,173,67,1,45,45.39631833,-124.0406283,Bottom
1206,2,2,Pleuronectidae%Glyptocephalus%Glyptocephalus zachirus,597,67,1,45,45.39631833,-124.0406283,Bottom
1206,2,2,Pleuronectidae%Isopsetta%Isopsetta isolepis,422,67,1,45,45.39631833,-124.0406283,Bottom
1206,2,2,Pleuronectidae%Lyopsetta%Lyopsetta exilis,428,67,1,45,45.39631833,-124.0406283,Bottom
1206,2,2,Pleuronectidae%NA%NA,1242,67,1,45,45.39631833,-124.0406283,Bottom
1206,2,2,Rajidae%Raja%Raja binoculata,146,67,1,45,45.39631833,-124.0406283,Bottom
1206,2,2,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,324,67,1,45,45.39631833,-124.0406283,Bottom
1206,3,2,Chimaeridae%Hydrolagus%Hydrolagus colliei,105,67,1,45,45.39631833,-124.0406283,Bottom
1206,3,2,Clupeidae%Clupea%Clupea pallasii,11391,67,1,45,45.39631833,-124.0406283,Bottom
1206,3,2,Cottidae%Chitonotus%Chitonotus pugetensis,70,67,1,45,45.39631833,-124.0406283,Bottom
1206,3,2,Merlucciidae%Merluccius%NA,31,67,1,45,45.39631833,-124.0406283,Bottom
1206,3,2,Osmeridae%NA%NA,1349,67,1,45,45.39631833,-124.0406283,Bottom
1206,3,2,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,144,67,1,45,45.39631833,-124.0406283,Bottom
1206,3,2,Paralichthyidae%Citharichthys%NA,57,67,1,45,45.39631833,-124.0406283,Bottom
1206,3,2,Pleuronectidae%Isopsetta%Isopsetta isolepis,1002,67,1,45,45.39631833,-124.0406283,Bottom
1206,3,2,Pleuronectidae%Microstomus%Microstomus pacificus,183,67,1,45,45.39631833,-124.0406283,Bottom
1206,3,2,Pleuronectidae%NA%NA,2933,67,1,45,45.39631833,-124.0406283,Bottom
1206,3,2,Rajidae%Raja%Raja binoculata,21,67,1,45,45.39631833,-124.0406283,Bottom
1206,3,2,Sebastidae%Sebastes%NA,69,67,1,45,45.39631833,-124.0406283,Bottom
1206,3,2,Sebastidae%Sebastes%Sebastes jordani,13,67,1,45,45.39631833,-124.0406283,Bottom
1206,4,2,Clupeidae%Clupea%Clupea pallasii,55508,67,1,45,45.39631833,-124.0406283,Bottom
1206,4,2,Clupeidae%Sardinops%NA,299,67,1,45,45.39631833,-124.0406283,Bottom
1206,4,2,Merlucciidae%Merluccius%Merluccius productus,213,67,1,45,45.39631833,-124.0406283,Bottom
1206,4,2,Merlucciidae%Merluccius%NA,137,67,1,45,45.39631833,-124.0406283,Bottom
1206,4,2,Pleuronectidae%Microstomus%Microstomus pacificus,8197,67,1,45,45.39631833,-124.0406283,Bottom
1207,1,2,Chimaeridae%Hydrolagus%Hydrolagus colliei,106,67,1,25,45.39631833,-124.0406283,MidWater
1207,1,2,Clupeidae%Clupea%Clupea pallasii,27240,67,1,25,45.39631833,-124.0406283,MidWater
1207,1,2,Clupeidae%Sardinops%NA,449,67,1,25,45.39631833,-124.0406283,MidWater
1207,1,2,Clupeidae%Sardinops%Sardinops sagax,128,67,1,25,45.39631833,-124.0406283,MidWater
1207,1,2,Liparidae%Liparis%Liparis pulchellus,1981,67,1,25,45.39631833,-124.0406283,MidWater
1207,1,2,Merlucciidae%Merluccius%Merluccius productus,1031,67,1,25,45.39631833,-124.0406283,MidWater
1207,1,2,Merlucciidae%Merluccius%NA,36,67,1,25,45.39631833,-124.0406283,MidWater
1207,1,2,Myctophidae%NA%NA,2826,67,1,25,45.39631833,-124.0406283,MidWater
1207,1,2,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,1256,67,1,25,45.39631833,-124.0406283,MidWater
1207,1,2,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,235,67,1,25,45.39631833,-124.0406283,MidWater
1207,1,2,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,965,67,1,25,45.39631833,-124.0406283,MidWater
1207,1,2,Paralichthyidae%Citharichthys%NA,1346,67,1,25,45.39631833,-124.0406283,MidWater
1207,1,2,Pleuronectidae%Glyptocephalus%Glyptocephalus zachirus,665,67,1,25,45.39631833,-124.0406283,MidWater
1207,1,2,Pleuronectidae%NA%NA,8173,67,1,25,45.39631833,-124.0406283,MidWater
1207,1,2,Rajidae%Raja%Raja binoculata,489,67,1,25,45.39631833,-124.0406283,MidWater
1207,1,2,Salmonidae%Oncorhynchus%Oncorhynchus tshawytscha,1113,67,1,25,45.39631833,-124.0406283,MidWater
1207,1,2,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,184,67,1,25,45.39631833,-124.0406283,MidWater
1207,2,2,Chimaeridae%Hydrolagus%Hydrolagus colliei,62,67,1,25,45.39631833,-124.0406283,MidWater
1207,2,2,Clupeidae%Clupea%Clupea pallasii,11225,67,1,25,45.39631833,-124.0406283,MidWater
1207,2,2,Clupeidae%Sardinops%Sardinops sagax,2,67,1,25,45.39631833,-124.0406283,MidWater
1207,2,2,Liparidae%Liparis%Liparis pulchellus,791,67,1,25,45.39631833,-124.0406283,MidWater
1207,2,2,Merlucciidae%Merluccius%Merluccius productus,272,67,1,25,45.39631833,-124.0406283,MidWater
1207,2,2,Myctophidae%NA%NA,1192,67,1,25,45.39631833,-124.0406283,MidWater
1207,2,2,Osmeridae%Allosmerus%Allosmerus elongatus,528,67,1,25,45.39631833,-124.0406283,MidWater
1207,2,2,Osmeridae%NA%NA,1130,67,1,25,45.39631833,-124.0406283,MidWater
1207,2,2,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,36,67,1,25,45.39631833,-124.0406283,MidWater
1207,2,2,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,430,67,1,25,45.39631833,-124.0406283,MidWater
1207,2,2,Pleuronectidae%Glyptocephalus%Glyptocephalus zachirus,1016,67,1,25,45.39631833,-124.0406283,MidWater
1207,2,2,Pleuronectidae%Isopsetta%Isopsetta isolepis,1862,67,1,25,45.39631833,-124.0406283,MidWater
1207,2,2,Pleuronectidae%NA%NA,7299,67,1,25,45.39631833,-124.0406283,MidWater
1207,2,2,Rajidae%Raja%Raja binoculata,318,67,1,25,45.39631833,-124.0406283,MidWater
1207,2,2,Rajidae%Raja%Raja rhina,40,67,1,25,45.39631833,-124.0406283,MidWater
1207,2,2,Sebastidae%Sebastes%Sebastes entomelas|mystinus,1562,67,1,25,45.39631833,-124.0406283,MidWater
1207,2,2,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,1478,67,1,25,45.39631833,-124.0406283,MidWater
1208,1,2,Clupeidae%Clupea%Clupea pallasii,21613,67,1,25,45.39631833,-124.0406283,MidWater
1208,1,2,Clupeidae%Sardinops%NA,43,67,1,25,45.39631833,-124.0406283,MidWater
1208,1,2,Clupeidae%Sardinops%Sardinops sagax,679,67,1,25,45.39631833,-124.0406283,MidWater
1208,1,2,Merlucciidae%Merluccius%Merluccius productus,1278,67,1,25,45.39631833,-124.0406283,MidWater
1208,1,2,Merlucciidae%Merluccius%NA,109,67,1,25,45.39631833,-124.0406283,MidWater
1208,1,2,Paralichthyidae%Citharichthys%NA,1869,67,1,25,45.39631833,-124.0406283,MidWater
1208,1,2,Pleuronectidae%NA%NA,4519,67,1,25,45.39631833,-124.0406283,MidWater
1208,1,2,Salmonidae%NA%NA,675,67,1,25,45.39631833,-124.0406283,MidWater
1208,1,2,Salmonidae%Oncorhynchus%NA,27264,67,1,25,45.39631833,-124.0406283,MidWater
1208,1,2,Salmonidae%Oncorhynchus%Oncorhynchus tshawytscha,2167,67,1,25,45.39631833,-124.0406283,MidWater
1208,1,2,Scombridae%NA%NA,43,67,1,25,45.39631833,-124.0406283,MidWater
1208,2,2,Carangidae%NA%NA,123,67,1,25,45.39631833,-124.0406283,MidWater
1208,2,2,Carangidae%Trachurus%NA,764,67,1,25,45.39631833,-124.0406283,MidWater
1208,2,2,Carangidae%Trachurus%Trachurus symmetricus,2746,67,1,25,45.39631833,-124.0406283,MidWater
1208,2,2,Clupeidae%Clupea%Clupea pallasii,16151,67,1,25,45.39631833,-124.0406283,MidWater
1208,2,2,Cottidae%Artedius%Artedius fenestralis|lateralis,1354,67,1,25,45.39631833,-124.0406283,MidWater
1208,2,2,Merlucciidae%Merluccius%Merluccius productus,2407,67,1,25,45.39631833,-124.0406283,MidWater
1208,2,2,Merlucciidae%Merluccius%NA,1502,67,1,25,45.39631833,-124.0406283,MidWater
1208,2,2,Osmeridae%NA%NA,1923,67,1,25,45.39631833,-124.0406283,MidWater
1208,2,2,Osmeridae%Thaleichthys%Thaleichthys pacificus,6168,67,1,25,45.39631833,-124.0406283,MidWater
1208,2,2,Paralichthyidae%Citharichthys%NA,576,67,1,25,45.39631833,-124.0406283,MidWater
1208,2,2,Pleuronectidae%NA%NA,3408,67,1,25,45.39631833,-124.0406283,MidWater
1208,2,2,Rajidae%Raja%Raja binoculata,1706,67,1,25,45.39631833,-124.0406283,MidWater
1208,2,2,Salmonidae%Oncorhynchus%NA,5808,67,1,25,45.39631833,-124.0406283,MidWater
1208,2,2,Scombridae%NA%NA,76,67,1,25,45.39631833,-124.0406283,MidWater
1208,2,2,Scombridae%Thunnus%Thunnus alalunga|obesus,8664,67,1,25,45.39631833,-124.0406283,MidWater
1208,2,2,Sebastidae%Sebastes%NA,258,67,1,25,45.39631833,-124.0406283,MidWater
1208,2,2,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,4283,67,1,25,45.39631833,-124.0406283,MidWater
1210,1,1,Clupeidae%Sardinops%Sardinops sagax,625,67,1,0,45.39631833,-124.0406283,Surface
1210,1,1,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,50274,67,1,0,45.39631833,-124.0406283,Surface
1210,1,1,Paralichthyidae%Citharichthys%NA,8516,67,1,0,45.39631833,-124.0406283,Surface
1210,1,1,Paralichthyidae%NA%NA,2316,67,1,0,45.39631833,-124.0406283,Surface
1210,2,1,Alopiidae%Isurus%Isurus oxyrinchus,16,67,1,0,45.39631833,-124.0406283,Surface
1210,2,1,Clupeidae%Clupea%Clupea pallasii,75,67,1,0,45.39631833,-124.0406283,Surface
1210,2,1,Clupeidae%Sardinops%NA,1255,67,1,0,45.39631833,-124.0406283,Surface
1210,2,1,Clupeidae%Sardinops%Sardinops sagax,114578,67,1,0,45.39631833,-124.0406283,Surface
