loc.id,date,year,month,day,station,transect,lat,lon
65,6/27/19,2019,6,27,19-5,19,37.39312833,-123.0702117
66,6/27/19,2019,6,27,19-6,19,37.39514167,-123.173735
67,6/27/19,2019,6,27,19-7,19,37.393485,-123.2850883
68,6/28/19,2019,6,28,21-1,21,37.72960833,-122.80095
69,6/28/19,2019,6,28,21-2,21,37.730345,-123.1646633
70,6/28/19,2019,6,28,21-3,21,37.72893,-123.18176
71,6/28/19,2019,6,28,21-4,21,37.72654167,-123.2073633
72,6/28/19,2019,6,28,21-5,21,37.72678333,-123.3110667
73,6/28/19,2019,6,28,21-6,21,37.729635,-123.418225
74,6/28/19,2019,6,28,21-7,21,37.72500333,-123.5405433
75,7/2/19,2019,7,2,22-1,22,37.89730667,-122.8637667
76,7/2/19,2019,7,2,22-2,22,37.89499,-123.171755
77,7/3/19,2019,7,3,23-1,23,38.06400667,-123.0163683
78,7/3/19,2019,7,3,25-4,25,38.39212,-123.6252383
79,7/3/19,2019,7,3,25-5,25,38.39621667,-123.69826
80,7/3/19,2019,7,3,25-6,25,38.39640667,-123.7726167
81,7/4/19,2019,7,4,25-1,25,38.39622167,-123.1414683
82,7/4/19,2019,7,4,25-2,25,38.39422833,-123.4501533
83,7/4/19,2019,7,4,25-3,25,38.39097,-123.576485
84,7/4/19,2019,7,4,26-1,26,38.56360833,-123.3499667
85,7/4/19,2019,7,4,26-2,26,38.56174167,-123.6588383
86,7/4/19,2019,7,4,26-3,26,38.56264167,-123.9785983
87,7/5/19,2019,7,5,27-1,27,38.73188,-123.526325
88,7/5/19,2019,7,5,27-2,27,38.730965,-123.7684633
89,7/5/19,2019,7,5,27-4,27,38.73135,-123.861485
90,7/5/19,2019,7,5,27-6,27,38.73053833,-124.073795
91,7/5/19,2019,7,5,27-8,27,38.72578,-124.28769
92,7/6/19,2019,7,6,29-1,29,39.06565833,-123.7307767
93,7/6/19,2019,7,6,29-2,29,39.064125,-123.9372133
94,7/6/19,2019,7,6,29-3,29,39.06432,-123.9545783
95,7/6/19,2019,7,6,29-4,29,39.064665,-123.9845317
96,7/6/19,2019,7,6,29-5,29,39.06072333,-124.0970467
97,7/6/19,2019,7,6,29-6,29,39.062135,-124.2069517
98,7/7/19,2019,7,7,31-1,31,39.39802167,-123.834825
99,7/7/19,2019,7,7,31-2,31,39.39729833,-123.9491633
100,7/7/19,2019,7,7,31-3,31,39.39739667,-123.9753383
101,7/7/19,2019,7,7,31-4,31,39.39715167,-124.0178583
102,7/7/19,2019,7,7,31-5,31,39.39440833,-124.1265917
103,7/7/19,2019,7,7,31-7,31,39.395895,-124.3384933
104,7/7/19,2019,7,7,31-9,31,39.39722,-124.5593383
105,7/8/19,2019,7,8,33-1,33,39.73022833,-123.8644517
106,7/8/19,2019,7,8,33-2,33,39.73248333,-123.9517533
107,7/8/19,2019,7,8,33-4,33,39.731755,-124.07336
108,7/8/19,2019,7,8,33-5,33,39.73188333,-124.1845433
109,7/8/19,2019,7,8,33-9,33,39.73059833,-124.6214717
110,7/9/19,2019,7,9,35-1,35,40.065505,-124.1372783
111,7/9/19,2019,7,9,35-11,35,40.06377,-125.0781317
112,7/9/19,2019,7,9,35-3,35,40.06306,-124.2782183
113,7/9/19,2019,7,9,35-5,35,40.06066,-124.421245
114,7/9/19,2019,7,9,35-7,35,40.06181,-124.6436167
115,7/9/19,2019,7,9,35-9,35,40.06103167,-124.85885
116,7/10/19,2019,7,10,37-1,37,40.3966,-124.447735
117,7/10/19,2019,7,10,37-2,37,40.39806333,-124.5435133
118,7/10/19,2019,7,10,37-4,37,40.39651833,-124.5772267
119,7/10/19,2019,7,10,37-5,37,40.39516167,-124.6909867
120,7/10/19,2019,7,10,37-7,37,40.39824,-124.9122883
121,7/10/19,2019,7,10,37-9,37,40.39612,-125.1259683
122,7/11/19,2019,7,11,38-1,38,40.56358833,-124.452305
123,7/11/19,2019,7,11,38-3,38,40.561005,-125.1123733
124,7/11/19,2019,7,11,38-4,38,40.56516333,-125.3394233
125,7/12/19,2019,7,12,39-1,39,40.72985,-124.3734867
126,7/12/19,2019,7,12,39-2,39,40.73203833,-124.4885933
127,7/12/19,2019,7,12,39-4,39,40.72983833,-124.544465
128,7/12/19,2019,7,12,39-5,39,40.73091833,-124.6617817
129,7/12/19,2019,7,12,39-7,39,40.73095167,-124.8794483
130,7/12/19,2019,7,12,39-9,39,40.72901667,-125.1001667
131,7/12/19,2019,7,12,HAB163,HA,41.06223167,-124.8715917
132,7/12/19,2019,7,12,VN016,VN,41.06413833,-124.39206
133,7/12/19,2019,7,12,VN017,VN,41.06360667,-124.3374883
134,7/12/19,2019,7,12,VN018,VN,41.06396,-124.2434467
135,7/13/19,2019,7,13,42-2,42,41.23201167,-124.5093483
136,7/13/19,2019,7,13,42-3,42,41.22989333,-124.8432383
137,7/13/19,2019,7,13,42-4,42,41.23130333,-124.9554167
138,7/14/19,2019,7,14,43-2,43,41.39645833,-124.4356367
139,7/14/19,2019,7,14,43-4,43,41.39164333,-124.5129967
140,7/14/19,2019,7,14,43-5,43,41.39870667,-124.6264717
141,7/14/19,2019,7,14,43-6,43,41.39631333,-124.7418667
142,7/14/19,2019,7,14,43-8,43,41.393765,-124.9871533
143,7/14/19,2019,7,14,45-1,45,41.73018167,-124.2822233
144,7/21/19,2019,7,21,47-1,47,42.06483,-124.3726533
145,7/21/19,2019,7,21,47-2,47,42.06466333,-124.5103483
146,7/21/19,2019,7,21,47-3,47,42.06485667,-124.5978567
147,7/21/19,2019,7,21,47-5,47,42.064585,-124.7708017
148,7/21/19,2019,7,21,47-9,47,42.06771833,-125.1642983
149,7/22/19,2019,7,22,49-2,49,42.39589167,-124.7121883
150,7/22/19,2019,7,22,49-4,49,42.39418167,-124.773615
151,7/22/19,2019,7,22,49-5,49,42.39620167,-124.8933467
152,7/22/19,2019,7,22,49-7,49,42.40055,-125.1169683
153,7/22/19,2019,7,22,49-9,49,42.73895167,-125.2012117
154,7/23/19,2019,7,23,51-2,51,42.73027,-124.6753467
155,7/23/19,2019,7,23,51-3,51,42.73079167,-124.7323767
156,7/23/19,2019,7,23,51-4,51,42.72764667,-124.7689217
157,7/23/19,2019,7,23,51-5,51,42.729305,-124.883535
158,7/23/19,2019,7,23,51-7,51,42.7293,-124.8834983
159,7/23/19,2019,7,23,51-9,51,42.73451,-125.3422767
160,7/24/19,2019,7,24,53-1,53,43.06397667,-124.480865
161,7/24/19,2019,7,24,53-2,53,43.06506167,-124.666015
162,7/24/19,2019,7,24,53-3,53,43.0648,-124.87498
163,7/24/19,2019,7,24,53-4,53,43.064,-124.9072133
164,7/24/19,2019,7,24,53-5,53,43.06363167,-125.0192883
165,7/24/19,2019,7,24,53-6,53,43.063785,-125.1312033
166,7/24/19,2019,7,24,53-7,53,43.06521333,-125.248965
167,7/24/19,2019,7,24,53-8,53,43.06469167,-125.2812817
168,7/25/19,2019,7,25,55-1,55,43.39698167,-124.38632
169,7/25/19,2019,7,25,55-2,55,43.39611833,-124.5924817
170,7/25/19,2019,7,25,55-3,55,43.39629167,-124.6735467
171,7/25/19,2019,7,25,55-4,55,43.396895,-124.74811
172,7/25/19,2019,7,25,55-5,55,43.39695667,-124.86218
173,7/25/19,2019,7,25,55-6,55,43.39387667,-124.9731967
174,7/25/19,2019,7,25,55-7,55,43.39409,-125.0918917
175,7/25/19,2019,7,25,55-8,55,43.39560333,-125.189065
176,7/26/19,2019,7,26,58-1,58,43.89625167,-124.2162717
177,7/26/19,2019,7,26,58-2,58,43.89705667,-124.5599183
178,7/26/19,2019,7,26,58-5,58,43.89658667,-125.002045
179,7/27/19,2019,7,27,60-1,60,44.23212833,-124.247595
180,7/27/19,2019,7,27,60-2,60,44.23054833,-124.5392983
181,7/27/19,2019,7,27,60-3,60,44.22894667,-124.8861783
182,7/27/19,2019,7,27,60-4,60,44.23039833,-125.1583233
183,7/28/19,2019,7,28,61-2,61,44.39556,-124.7442183
184,7/28/19,2019,7,28,61-3,61,44.39677,-124.8155333
185,7/28/19,2019,7,28,61-4,61,44.39521667,-124.8781483
186,7/28/19,2019,7,28,61-5,61,44.396,-124.9914967
187,7/28/19,2019,7,28,61-6,61,44.396315,-125.10797
188,7/28/19,2019,7,28,61-7,61,44.39741333,-125.2366517
189,7/28/19,2019,7,28,NH1,NH,44.730745,-124.1619267
190,7/28/19,2019,7,28,NH2,NH,44.73008167,-124.4947733
191,7/28/19,2019,7,28,NH3,NH,44.72962333,-124.6729083
192,7/28/19,2019,7,28,NH4,NH,44.73001333,-124.8502367
193,7/29/19,2019,7,29,65-1,65,45.06396333,-124.05665
194,7/29/19,2019,7,29,65-2,65,45.06319167,-124.2244217
195,7/29/19,2019,7,29,65-3,65,45.06386833,-124.4102067
196,7/29/19,2019,7,29,65-4,65,45.06441333,-124.750125
197,7/29/19,2019,7,29,65-7,65,45.06342667,-125.1028033
198,7/29/19,2019,7,29,NH5,NH,44.72981,-125.0213133
199,7/29/19,2019,7,29,NH6,NH,44.73068333,-125.2820167
200,7/30/19,2019,7,30,65-5,65,45.063045,-124.8618883
201,7/30/19,2019,7,30,65-6,65,45.06153167,-124.97965
202,7/30/19,2019,7,30,66-1,66,45.23011333,-124.0285217
203,7/30/19,2019,7,30,66-2,66,45.23051167,-124.3822383
204,7/30/19,2019,7,30,66-3,66,45.23015167,-124.7401983
205,7/30/19,2019,7,30,66-3.5,66,45.229345,-124.9035417
206,7/30/19,2019,7,30,66-4,66,45.23019167,-125.0626567
207,7/31/19,2019,7,31,67-1,67,45.39631833,-124.0406283
208,7/31/19,2019,7,31,67-2,67,45.39731667,-124.21765
209,7/31/19,2019,7,31,67-3,67,45.39612167,-124.4226133
210,7/31/19,2019,7,31,67-4,67,45.39651833,-124.70627
211,7/31/19,2019,7,31,67-5,67,45.39821167,-124.8227467
212,7/31/19,2019,7,31,67-6,67,45.39852333,-124.9396417
213,7/31/19,2019,7,31,67-7,67,45.398275,-125.0283033
214,8/6/19,2019,8,6,69-1,69,45.73040333,-124.0066933
215,8/6/19,2019,8,6,69-2,69,45.73175,-124.3750117
216,8/6/19,2019,8,6,69-3,69,45.722525,-124.7444117
217,8/6/19,2019,8,6,69-4,69,45.73155833,-124.7744767
218,8/6/19,2019,8,6,69-5,69,45.73098833,-124.896025
219,8/6/19,2019,8,6,69-6,69,45.73054833,-124.9361617
220,8/7/19,2019,8,7,71-1,71,46.06385333,-124.06542
221,8/7/19,2019,8,7,71-2,71,46.06318167,-124.59208
222,8/7/19,2019,8,7,71-3,71,46.06373,-124.7150383
223,8/7/19,2019,8,7,71-4,71,46.06427833,-124.84002
224,8/7/19,2019,8,7,71-5,71,46.06389833,-124.9583783
225,8/7/19,2019,8,7,71-6,71,46.06301167,-125.0776883
226,8/8/19,2019,8,8,73-1,73,46.39774333,-124.2423267
227,8/8/19,2019,8,8,73-2,73,46.39347,-124.5515067
228,8/8/19,2019,8,8,73-4,73,46.395065,-124.5975783
229,8/8/19,2019,8,8,73-5,73,46.39761,-124.7151167
230,8/8/19,2019,8,8,73-6,73,46.398595,-124.8364483
231,8/8/19,2019,8,8,73-7,73,46.39949833,-124.95556
232,8/9/19,2019,8,9,75-1,75,46.73069833,-124.2712383
233,8/9/19,2019,8,9,75-2,75,46.72985,-124.7129383
234,8/9/19,2019,8,9,75-3,75,46.73027167,-124.8444367
235,8/9/19,2019,8,9,75-4,75,46.72953,-124.8829967
236,8/9/19,2019,8,9,75-5,75,46.73121333,-125.0062883
237,8/9/19,2019,8,9,75-6,75,46.73109667,-125.127575
238,8/9/19,2019,8,9,75-7,75,46.73064167,-125.2485817
239,8/10/19,2019,8,10,77-1,77,47.063255,-124.396465
240,8/10/19,2019,8,10,77-2,77,47.06391667,-124.8705967
241,8/10/19,2019,8,10,77-4,77,47.06398,-124.9667317
242,8/10/19,2019,8,10,77-5,77,47.06470333,-125.0875867
243,8/10/19,2019,8,10,77-6,77,47.06442,-125.2157667
244,8/11/19,2019,8,11,79-1,79,47.39836167,-124.53967
245,8/11/19,2019,8,11,79-2,79,47.397645,-124.7738783
246,8/11/19,2019,8,11,79-4,79,47.39600167,-124.821575
247,8/11/19,2019,8,11,79-5,79,47.39754333,-124.9416717
248,8/11/19,2019,8,11,79-6,79,47.39686,-125.065295
249,8/11/19,2019,8,11,79-7,79,47.39715333,-125.1886517
250,8/11/19,2019,8,11,79-8,79,47.39716667,-125.3096067
251,8/12/19,2019,8,12,80-1,80,47.56339333,-124.6017267
252,8/12/19,2019,8,12,80-2,80,47.56339,-124.9717983
253,8/12/19,2019,8,12,80-3,80,47.56287,-125.3432067
254,8/13/19,2019,8,13,77-MT505,77,47.06359167,-124.96781
255,8/13/19,2019,8,13,78-MT506,78,47.230795,-124.907885
256,8/14/19,2019,8,14,81-1,81,47.72953333,-124.680385
257,8/14/19,2019,8,14,81-2,81,47.730645,-125.023395
258,8/14/19,2019,8,14,81-3,81,47.73076667,-125.1019
259,8/14/19,2019,8,14,81-5,81,47.73109333,-125.2471967
260,8/14/19,2019,8,14,81-9,81,47.73233,-125.742555
261,8/15/19,2019,8,15,83-10,83,48.06341333,-125.9388133
262,8/15/19,2019,8,15,83-5,83,48.064755,-125.3869283
263,8/15/19,2019,8,15,83-6,83,48.06433667,-125.510255
264,8/15/19,2019,8,15,83-7,83,48.06353167,-125.6078533
265,8/15/19,2019,8,15,83-8,83,48.06278167,-125.6890883
266,8/15/19,2019,8,15,83-9,83,48.06358167,-125.8120833
267,8/16/19,2019,8,16,85-11,85,48.39527833,-125.97962
268,8/16/19,2019,8,16,85-13,85,48.39653,-126.241015
269,8/16/19,2019,8,16,85-14,85,48.39468667,-126.3002267
270,8/16/19,2019,8,16,85-15,85,48.39307167,-126.429775
271,8/17/19,2019,8,17,85-1,85,48.39881333,-124.7782483
272,8/17/19,2019,8,17,85-3,85,48.39836833,-124.9558333
273,8/17/19,2019,8,17,85-5,85,48.39733333,-125.2029233
274,8/17/19,2019,8,17,85-8,85,48.39460833,-125.5780417
275,8/18/19,2019,8,18,86-4,86,48.56390333,-125.7953017
276,8/18/19,2019,8,18,86-5,86,48.56354,-126.17293
277,8/18/19,2019,8,18,86-6,86,48.56357667,-126.550065
278,8/19/19,2019,8,19,84-2,84,48.23102,-125.230815
279,8/19/19,2019,8,19,84-3,84,48.22965333,-125.6036467
280,8/19/19,2019,8,19,84-4,84,48.23040167,-125.978365
281,8/19/19,2019,8,19,84-5,84,48.23054167,-126.3501467
282,8/19/19,2019,8,19,85-0,85,48.39802833,-125.4731833
283,7/11/19,2019,7,11,38-2,38,40.5655825,-124.7830292
284,7/13/19,2019,7,13,42-1,42,41.23093583,-124.1784033
285,7/21/19,2019,7,21,47-7,47,42.06740167,-125.00537
286,8/14/19,2019,8,14,81-7,81,47.7298175,-125.4913525
287,6/16/19,2019,6,16,Monterey Bay,Mo,36.63611833,-121.8846567
288,6/13/19,2019,6,13,NA,NA,44.32982167,-124.3190417
289,7/12/19,2019,7,12,NA,NA,41.06416417,-124.6151892
290,7/2/21,2021,7,2,x1_150,1,34.44383333,-120.62
291,7/2/21,2021,7,2,x1_300,1,34.44583333,-120.671
292,7/2/21,2021,7,2,x1_500,1,34.44516667,-120.7378333
293,7/2/21,2021,7,2,x1_500.1,1,34.44783333,-120.8265
294,7/3/21,2021,7,3,x3_150,3,34.778,-120.8528333
295,7/3/21,2021,7,3,x3_300,3,34.77983333,-120.935
296,7/3/21,2021,7,3,x3_50,3,34.77833333,-120.695
297,7/3/21,2021,7,3,x3_500,3,34.78033333,-121.0675
298,7/4/21,2021,7,4,x5_150,5,35.11116667,-120.8855
299,7/4/21,2021,7,4,x5_300,5,35.11233333,-120.9655
300,7/4/21,2021,7,4,x5_500,5,35.11166667,-121.0733333
301,7/4/21,2021,7,4,x5_500.1,5,35.11216667,-121.175
302,7/4/21,2021,7,4,x5_500.2,5,35.11383333,-121.2741667
303,7/4/21,2021,7,4,x5_500.3,5,35.1085,-121.382
304,7/5/21,2021,7,5,x7_150,7,35.44466667,-121.0838333
305,7/5/21,2021,7,5,x7_300,7,35.44533333,-121.1593333
306,7/5/21,2021,7,5,x7_50,7,35.443,-121.016
307,7/5/21,2021,7,5,x7_500,7,35.44566667,-121.3113333
308,7/5/21,2021,7,5,x7_500.1,7,35.4465,-121.4136667
309,7/6/21,2021,7,6,x9_150,9,35.77666667,-121.4675
310,7/6/21,2021,7,6,x9_1500,9,35.77866667,-122.2146667
311,7/6/21,2021,7,6,x9_300,9,35.77816667,-121.4901667
312,7/6/21,2021,7,6,x9_50,9,35.77733333,-121.3683333
313,7/6/21,2021,7,6,x9_500,9,35.7785,-121.5296667
314,7/8/21,2021,7,8,x13_1500,13,36.44683333,-122.3525
315,7/8/21,2021,7,8,x13_500.1,13,36.44616667,-122.1183333
316,7/8/21,2021,7,8,x13_500.2,13,36.444,-122.2181667
317,7/8/21,2021,7,8,x13_500.3,13,36.44433333,-122.3181667
318,7/9/21,2021,7,9,x15_150,15,36.776,-121.8836667
319,7/9/21,2021,7,9,x15_1500,15,36.77683333,-122.314
320,7/9/21,2021,7,9,x15_50,15,36.77916667,-121.8408333
321,7/9/21,2021,7,9,x15_500,15,36.77716667,-121.8968333
322,7/9/21,2021,7,9,x15_500.2,15,36.777,-122.107
323,7/10/21,2021,7,10,x17_150,17,37.111,-122.682
324,7/10/21,2021,7,10,x17_300,17,37.112,-122.7093333
325,7/10/21,2021,7,10,x17_500,17,37.11133333,-122.7335
326,7/10/21,2021,7,10,x17_500.1,17,37.1125,-122.8458333
327,7/11/21,2021,7,11,x19_150,19,37.4435,-122.888
328,7/11/21,2021,7,11,x19_300,19,37.44416667,-122.9561667
329,7/11/21,2021,7,11,x19_500,19,37.44466667,-123.0168333
330,7/12/21,2021,7,12,x21_150,21,37.7785,-123.2553333
331,7/12/21,2021,7,12,x21_1500,21,37.7845,-123.4196667
332,7/12/21,2021,7,12,x21_300,21,37.77733333,-123.2796667
333,7/12/21,2021,7,12,x21_500,21,37.77766667,-123.2895
334,7/24/21,2021,7,24,x23_150,23,38.11266667,-123.3316667
335,7/24/21,2021,7,24,x23_1500,23,38.11033333,-123.6026667
336,7/24/21,2021,7,24,x23_500,23,38.11016667,-123.5238333
337,7/25/21,2021,7,25,x25_150,25,38.44633333,-123.4778333
338,7/25/21,2021,7,25,x25_1500,25,38.44383333,-123.7823333
339,7/25/21,2021,7,25,x25_300,25,38.44483333,-123.618
340,7/25/21,2021,7,25,x25_50,25,38.447,-123.2115
341,7/25/21,2021,7,25,x25_500,25,38.44533333,-123.6386667
342,7/25/21,2021,7,25,x25_500.1,25,38.44383333,-123.7481667
343,7/25/21,2021,7,25,x27_50,27,38.78,-123.5871667
344,7/26/21,2021,7,26,x29_150,29,39.111,-123.934
345,7/26/21,2021,7,26,x29_1500,29,39.1115,-124.1896667
346,7/26/21,2021,7,26,x29_300,29,39.10933333,-123.9658333
347,7/26/21,2021,7,26,x29_50,29,39.1105,-123.7495
348,7/26/21,2021,7,26,x29_500,29,39.11,-124.015
349,7/26/21,2021,7,26,x29_500.1,29,39.1125,-124.1205
350,7/26/21,2021,7,26,x31_1500,31,39.44333333,-124.3091667
351,7/27/21,2021,7,27,x33_1500,33,39.77933333,-124.3271667
352,7/27/21,2021,7,27,x35_150,35,40.11166667,-124.2871667
353,7/27/21,2021,7,27,x35_300,35,40.11283333,-124.2915
354,7/27/21,2021,7,27,x35_50,35,40.11066667,-124.1991667
355,7/27/21,2021,7,27,x35_500,35,40.1125,-124.3761667
356,7/28/21,2021,7,28,x37_150,37,40.44433333,-124.6003333
357,7/28/21,2021,7,28,x37_1500,37,40.4495,-124.7095
358,7/28/21,2021,7,28,x37_300,37,40.44583333,-124.6166667
359,7/28/21,2021,7,28,x37_50,37,40.4445,-124.512
360,7/28/21,2021,7,28,x37_500,37,40.44683333,-124.6266667
361,7/28/21,2021,7,28,x39_1500,39,40.77383333,-124.8181667
362,7/29/21,2021,7,29,x41_150,41,41.11083333,-124.3326667
363,7/29/21,2021,7,29,x41_300,41,41.11283333,-124.3771667
364,7/29/21,2021,7,29,x41_50,41,41.112,-124.2201667
365,7/29/21,2021,7,29,x41_500,41,41.11233333,-124.4188333
366,7/29/21,2021,7,29,x41_500.1,41,41.11066667,-124.5286667
367,7/29/21,2021,7,29,x41_500.2,41,41.1105,-124.6381667
368,7/30/21,2021,7,30,x43_150,43,41.44533333,-124.4465
369,7/30/21,2021,7,30,x43_300,43,41.44366667,-124.4948333
370,7/30/21,2021,7,30,x43_50,43,41.44566667,-124.1763333
371,7/30/21,2021,7,30,x43_500,43,41.4445,-124.5175
372,7/30/21,2021,7,30,x43_500.1,43,41.44433333,-124.6313333
373,7/31/21,2021,7,31,x45_150,45,41.77816667,-124.439
374,7/31/21,2021,7,31,x45_300,45,41.7785,-124.4896667
375,7/31/21,2021,7,31,x45_50,45,41.77166667,-124.3483333
376,7/31/21,2021,7,31,x45_500,45,41.78066667,-124.548
377,7/31/21,2021,7,31,x45_500.1,45,41.78016667,-124.6638333
378,7/31/21,2021,7,31,x45_500.2,45,41.77033333,-124.7708333
379,8/1/21,2021,8,1,x47_150,47,42.11016667,-124.5585
380,8/1/21,2021,8,1,x47_300,47,42.11133333,-124.5976667
381,8/1/21,2021,8,1,x47_50,47,42.11133333,-124.4
382,8/1/21,2021,8,1,x47_500,47,42.11116667,-124.6555
383,8/1/21,2021,8,1,x47_500.1,47,42.11533333,-124.7655
384,8/2/21,2021,8,2,x49_150,49,42.4445,-124.7276667
385,8/2/21,2021,8,2,x49_1500,49,42.44583333,-124.892
386,8/2/21,2021,8,2,x49_300,49,42.446,-124.7723333
387,8/2/21,2021,8,2,x49_50,49,42.44183333,-124.5281667
388,8/2/21,2021,8,2,x49_500,49,42.445,-124.8225
389,8/3/21,2021,8,3,x51_150,51,42.77916667,-124.71
390,8/3/21,2021,8,3,x51_1500,51,42.77666667,-125.0696667
391,8/3/21,2021,8,3,x51_300,51,42.779,-124.7516667
392,8/3/21,2021,8,3,x51_500,51,42.77833333,-124.9
393,8/3/21,2021,8,3,x51_500.1,51,42.779,-125.0136667
394,8/4/21,2021,8,4,x53_150,53,43.11,-124.6846667
395,8/4/21,2021,8,4,x53_1500,53,43.11,-125.0743333
396,8/4/21,2021,8,4,x53_300,53,43.10783333,-124.8641667
397,8/4/21,2021,8,4,x53_50,53,43.11133333,-124.4998333
398,8/4/21,2021,8,4,x53_500,53,43.11283333,-124.8968333
399,8/4/21,2021,8,4,x53_500.1,53,43.11116667,-125.0125
400,8/5/21,2021,8,5,x55_150,55,43.44583333,-124.5803333
401,8/5/21,2021,8,5,x55_1500,55,43.44633333,-125.1258333
402,8/5/21,2021,8,5,x55_300,55,43.44583333,-124.6628333
403,8/5/21,2021,8,5,x55_50,55,43.44466667,-124.3363333
404,8/5/21,2021,8,5,x55_500,55,43.44616667,-124.733
405,8/5/21,2021,8,5,x55_500.1,55,43.44433333,-124.8483333
406,8/5/21,2021,8,5,x55_500.2,55,43.44216667,-124.9578333
407,8/5/21,2021,8,5,x55_500.3,55,43.4445,-125.0785
408,8/6/21,2021,8,6,x57_150,57,43.7785,-124.5115
409,8/6/21,2021,8,6,x57_1500,57,43.77666667,-125.1285
410,8/6/21,2021,8,6,x57_300,57,43.77966667,-124.6213333
411,8/6/21,2021,8,6,x57_500,57,43.77733333,-124.7471667
