"","date","year","month","day","station","transect","lat","lon","bathy.bottom.depth","bottom.depth.consensus"
"87",2021-07-31,2021,7,31,"x45_500","45",41.78066667,-124.548,524.73291015625,524.73291015625
"88",2021-07-31,2021,7,31,"x45_500.1","45",41.78016667,-124.6638333,703.702941894531,703.702941894531
"89",2021-07-31,2021,7,31,"x45_500.2","45",41.77033333,-124.7708333,847.182800292969,847.182800292969
"90",2021-08-01,2021,8,1,"x47_150","47",42.11016667,-124.5585,158.273941040039,158.273941040039
"91",2021-08-01,2021,8,1,"x47_300","47",42.11133333,-124.5976667,317.313934326172,317.313934326172
"92",2021-08-01,2021,8,1,"x47_50","47",42.11133333,-124.4,73.2805099487305,73.2805099487305
"93",2021-08-01,2021,8,1,"x47_500","47",42.11116667,-124.6555,499.743927001953,499.743927001953
"94",2021-08-01,2021,8,1,"x47_500.1","47",42.11533333,-124.7655,666.033264160156,666.033264160156
"95",2021-08-02,2021,8,2,"x49_150","49",42.4445,-124.7276667,130.424575805664,130.424575805664
"96",2021-08-02,2021,8,2,"x49_1500","49",42.44583333,-124.892,1428.95336914062,1428.95336914062
"97",2021-08-02,2021,8,2,"x49_300","49",42.446,-124.7723333,286.974578857422,286.974578857422
"98",2021-08-02,2021,8,2,"x49_50","49",42.44183333,-124.5281667,53.7011909484863,53.7011909484863
"99",2021-08-02,2021,8,2,"x49_500","49",42.445,-124.8225,547.96337890625,547.96337890625
"100",2021-08-03,2021,8,3,"x51_150","51",42.77916667,-124.71,167.540573120117,167.540573120117
"101",2021-08-03,2021,8,3,"x51_1500","51",42.77666667,-125.0696667,1634.14599609375,1634.14599609375
"102",2021-08-03,2021,8,3,"x51_300","51",42.779,-124.7516667,355.930572509766,355.930572509766
"103",2021-08-03,2021,8,3,"x51_500","51",42.77833333,-124.9,584.956726074219,584.956726074219
"104",2021-08-03,2021,8,3,"x51_500.1","51",42.779,-125.0136667,1375.95471191406,1375.95471191406
"105",2021-08-04,2021,8,4,"x53_150","53",43.11,-124.6846667,180.67497253418,180.67497253418
"106",2021-08-04,2021,8,4,"x53_1500","53",43.11,-125.0743333,1526.53295898438,1526.53295898438
"107",2021-08-04,2021,8,4,"x53_300","53",43.10783333,-124.8641667,312.178344726562,312.178344726562
"108",2021-08-04,2021,8,4,"x53_50","53",43.11133333,-124.4998333,61.6200485229492,61.6200485229492
"109",2021-08-04,2021,8,4,"x53_500","53",43.11283333,-124.8968333,465.188354492188,465.188354492188
"110",2021-08-04,2021,8,4,"x53_500.1","53",43.11116667,-125.0125,1113.30102539062,1113.30102539062
"111",2021-08-05,2021,8,5,"x55_150","55",43.44583333,-124.5803333,149.436309814453,149.436309814453
"112",2021-08-05,2021,8,5,"x55_1500","55",43.44633333,-125.1258333,1395.92565917969,1395.92565917969
"113",2021-08-05,2021,8,5,"x55_300","55",43.44583333,-124.6628333,279.816314697266,279.816314697266
"114",2021-08-05,2021,8,5,"x55_50","55",43.44466667,-124.3363333,56.0400619506836,56.0400619506836
"115",2021-08-05,2021,8,5,"x55_500","55",43.44616667,-124.733,510.841094970703,510.841094970703
"116",2021-08-05,2021,8,5,"x55_500.1","55",43.44433333,-124.8483333,555.57958984375,555.57958984375
"117",2021-08-05,2021,8,5,"x55_500.2","55",43.44216667,-124.9578333,1096.49694824219,1096.49694824219
"118",2021-08-05,2021,8,5,"x55_500.3","55",43.4445,-125.0785,1033.65563964844,1033.65563964844
"119",2021-08-06,2021,8,6,"x57_150","57",43.7785,-124.5115,146.818817138672,146.818817138672
"120",2021-08-06,2021,8,6,"x57_1500","57",43.77666667,-125.1285,1432.79052734375,1432.79052734375
"121",2021-08-06,2021,8,6,"x57_300","57",43.77966667,-124.6213333,304.663848876953,304.663848876953
"122",2021-08-06,2021,8,6,"x57_500","57",43.77733333,-124.7471667,501.133148193359,501.133148193359
"123",2021-08-06,2021,8,6,"x57_500.1","57",43.77816667,-124.862,616.137878417969,616.137878417969
"124",2021-08-06,2021,8,6,"x57_500.2","57",43.77816667,-124.9828333,1308.91052246094,1308.91052246094
"125",2021-08-07,2021,8,7,"x59_150","59",44.1085,-124.9028333,152.41455078125,152.41455078125
"126",2021-08-07,2021,8,7,"x59_1500","59",44.113,-125.1303333,1480.44738769531,1480.44738769531
"127",2021-08-07,2021,8,7,"x59_300","59",44.1135,-124.9673333,345.183410644531,345.183410644531
"128",2021-08-07,2021,8,7,"x59_50","59",44.10766667,-124.1991667,56.5858726501465,56.5858726501465
"129",2021-08-07,2021,8,7,"x59_500","59",44.11216667,-124.9903333,479.323394775391,479.323394775391
"130",2021-09-04,2021,9,4,"x61_150","61",44.44616667,-124.7375,167.584579467773,167.584579467773
"131",2021-09-04,2021,9,4,"x61_1500","61",44.44583333,-125.2501667,1896.68615722656,1896.68615722656
"132",2021-09-04,2021,9,4,"x61_300","61",44.44583333,-124.7768333,266.694580078125,266.694580078125
"133",2021-09-04,2021,9,4,"x61_50","61",44.4455,-124.1705,49.8935623168945,49.8935623168945
"134",2021-09-04,2021,9,4,"x61_500","61",44.4435,-124.9168333,521.279479980469,521.279479980469
"135",2021-09-04,2021,9,4,"x61_500.12","61",44.447,-125.0855,1050.10375976562,1050.10375976562
"136",2021-09-05,2021,9,5,"x60_RF1","60",44.275,-124.8475,143.918029785156,143.918029785156
"137",2021-09-05,2021,9,5,"x60_RF2","60",44.27766667,-124.8951667,188.258026123047,188.258026123047
"138",2021-09-05,2021,9,5,"x60_method1","60",44.27783333,-124.9201667,334.438018798828,334.438018798828
"139",2021-09-05,2021,9,5,"x60_method2","60",44.27766667,-124.9173333,334.438018798828,334.438018798828
"140",2021-09-06,2021,9,6,"x63_1500","63",44.77816667,-125.2925,1646.13439941406,1646.13439941406
"141",2021-09-06,2021,9,6,"x63_500","63",44.782,-124.8556667,500.159942626953,500.159942626953
"142",2021-09-06,2021,9,6,"x63_500.1","63",44.777,-124.9726667,635.577941894531,635.577941894531
"143",2021-09-07,2021,9,7,"x63_150","63",44.77516667,-124.455,149.502944946289,149.502944946289
"144",2021-09-07,2021,9,7,"x63_300","63",44.77583333,-124.6113333,291.602752685547,291.602752685547
"145",2021-09-07,2021,9,7,"x63_50","63",44.778,-124.1185,53.7126579284668,53.7126579284668
"146",2021-09-08,2021,9,8,"x65_150","65",45.10966667,-124.225,153.695983886719,153.695983886719
"147",2021-09-08,2021,9,8,"x65_300","65",45.10916667,-124.3746667,297.962005615234,297.962005615234
"148",2021-09-08,2021,9,8,"x65_50","65",45.11066667,-124.0456667,47.8808975219727,47.8808975219727
"149",2021-09-08,2021,9,8,"x65_500","65",45.11033333,-124.7716667,499.987030029297,499.987030029297
"150",2021-09-09,2021,9,9,"x65_1500","65",45.11166667,-125.0758333,1492.43115234375,1492.43115234375
"151",2021-09-09,2021,9,9,"x65_500.1","65",45.1125,-124.8903333,729.750427246094,729.750427246094
"152",2021-09-09,2021,9,9,"x65_500.2","65",45.1105,-125.0075,1053.53100585938,1053.53100585938
"153",2021-09-10,2021,9,10,"x67_150","67",45.443,-124.226,152.448944091797,152.448944091797
"154",2021-09-10,2021,9,10,"x67_300","67",45.44416667,-124.4538333,337.302490234375,337.302490234375
"155",2021-09-10,2021,9,10,"x67_50","67",45.44533333,-124.0308333,58.9029312133789,58.9029312133789
"156",2021-09-10,2021,9,10,"x67_500","67",45.44483333,-124.7266667,485.014587402344,485.014587402344
"157",2021-09-10,2021,9,10,"x67_500.1","67",45.4445,-124.844,894.226135253906,894.226135253906
"158",2021-09-11,2021,9,11,"x69_150","69",45.77783333,-124.374,151.254196166992,151.254196166992
"159",2021-09-11,2021,9,11,"x69_1500","69",45.77916667,-125.0981667,1636.11779785156,1636.11779785156
"160",2021-09-11,2021,9,11,"x69_300","69",45.77883333,-124.693,302.356384277344,302.356384277344
"161",2021-09-11,2021,9,11,"x69_500","69",45.77816667,-124.7795,490.996368408203,490.996368408203
"162",2021-09-12,2021,9,12,"x71_150","71",46.10983333,-124.5813333,153.693222045898,153.693222045898
"163",2021-09-12,2021,9,12,"x71_300","71",46.1125,-124.6981667,476.663330078125,476.663330078125
"164",2021-09-12,2021,9,12,"x71_50","71",46.112,-124.0956667,50.9109153747559,50.9109153747559
"165",2021-09-12,2021,9,12,"x71_500","71",46.11233333,-124.7448333,403.973327636719,403.973327636719
"166",2021-09-12,2021,9,12,"x71_500.1","71",46.112,-124.864,972.686706542969,972.686706542969
"167",2021-09-12,2021,9,12,"x71_500.2","71",46.111,-124.9816667,1217.2060546875,1217.2060546875
"168",2021-09-13,2021,9,13,"x73_150","73",46.44516667,-124.5156667,178.319244384766,178.319244384766
"169",2021-09-13,2021,9,13,"x73_1500","73",46.44433333,-124.9656667,1598.86413574219,1598.86413574219
"170",2021-09-13,2021,9,13,"x73_300","73",46.44533333,-124.5443333,274.201049804688,274.201049804688
"171",2021-09-13,2021,9,13,"x73_50","73",46.44433333,-124.2533333,56.2320709228516,56.2320709228516
"172",2021-09-13,2021,9,13,"x73_500","73",46.4455,-124.574,650.771057128906,650.771057128906
"173",2021-09-14,2021,9,14,"x75_150","75",46.77766667,-124.738,154.661865234375,154.661865234375
"174",2021-09-14,2021,9,14,"x75_1500","75",46.7785,-125.3155,1697.3369140625,1697.3369140625
"175",2021-09-14,2021,9,14,"x75_300","75",46.77933333,-124.8625,329.731689453125,329.731689453125
"176",2021-09-14,2021,9,14,"x75_50","75",46.77866667,-124.2913333,52.0347862243652,52.0347862243652
"177",2021-09-14,2021,9,14,"x75_500","75",46.778,-124.905,512.711669921875,512.711669921875
"178",2021-09-14,2021,9,14,"x75_500.1","75",46.77866667,-125.0285,683.499755859375,683.499755859375
"179",2021-09-14,2021,9,14,"x75_500.2","75",46.779,-125.1478333,817.215270996094,817.215270996094
"180",2021-09-15,2021,9,15,"x77_150","77",47.111,-124.9111667,153.012649536133,153.012649536133
"181",2021-09-15,2021,9,15,"x77_1500","77",47.10783333,-125.1488333,1534.29174804688,1534.29174804688
"182",2021-09-15,2021,9,15,"x77_300","77",47.11116667,-124.9851667,509.367065429688,509.367065429688
"183",2021-09-15,2021,9,15,"x77_500","77",47.11016667,-125.002,683.827087402344,683.827087402344
"184",2021-09-15,2021,9,15,"x77_500.1","77",47.1085,-125.1253333,1472.64184570312,1472.64184570312
"185",2021-09-16,2021,9,16,"x77_50","77",47.1095,-124.3996667,51.7646865844727,51.7646865844727
"186",2021-09-16,2021,9,16,"x79_150","79",47.44216667,-124.805,178.666687011719,178.666687011719
"187",2021-09-16,2021,9,16,"x79_300","79",47.4445,-124.8333333,492.206695556641,492.206695556641
"188",2021-09-16,2021,9,16,"x79_50","79",47.44383333,-124.5573333,50.7936592102051,50.7936592102051
"189",2021-09-16,2021,9,16,"x79_500","79",47.44466667,-124.8476667,492.206695556641,492.206695556641
"190",2021-09-16,2021,9,16,"x79_500.1","79",47.4425,-124.9656667,678.616943359375,678.616943359375
"191",2021-09-17,2021,9,17,"x79_1500","79",47.44966667,-125.6023333,1478.59875488281,1478.59875488281
"192",2021-09-17,2021,9,17,"x79_500.2","79",47.44516667,-125.096,1211.69262695312,1211.69262695312
"193",2021-09-17,2021,9,17,"x79_500.4","79",47.44366667,-125.345,1456.18139648438,1456.18139648438
"194",2021-09-17,2021,9,17,"x79_500.5","79",47.44533333,-125.4611667,1447.60144042969,1447.60144042969
"195",2021-09-20,2021,9,20,"x83_150","83",48.1115,-125.5751667,152.568511962891,152.568511962891
"196",2021-09-20,2021,9,20,"x83_300","83",48.11133333,-125.742,335.181976318359,335.181976318359
"197",2021-09-20,2021,9,20,"x83_500","83",48.11133333,-125.782,483.411956787109,483.411956787109
"198",2021-09-20,2021,9,20,"x83_500.1","83",48.11133333,-125.9065,1181.52917480469,1181.52917480469
"199",2021-09-20,2021,9,20,"x83_500.2","83",48.11133333,-126.0323333,1321.83666992188,1321.83666992188
"200",2021-09-21,2021,9,21,"x85_150","85",48.4425,-125.8926667,151.196624755859,151.196624755859
"201",2021-09-21,2021,9,21,"x85_300","85",48.44933333,-126.148,280.322387695312,280.322387695312
"202",2021-09-21,2021,9,21,"x85_50","85",48.4445,-124.752,252.037322998047,252.037322998047
"203",2021-08-06,2021,8,6,"x57_50","57",43.776,-124.22941665,50.1014213562012,50.1014213562012
