representative,taxID,taxon,rank,score,kingdom,phylum,class,order,family,genus,species
54c9c1df2203f11a51189baf7df0acdb2130ffd9,1490021,Cottales,infraorder,1,Metazoa,Chordata,Actinopteri,Perciformes,,,
ac4b8089c9fe78f74a96a4cda9a1d38c95ac845a,5000008,Sebastes aurora|chlorostictus|ensifer|eos|exsul|helvomaculatus|nigrocinctus|notius|rosenblatti|rufus|simulator|spinorbis,species,NA,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes aurora|chlorostictus|ensifer|eos|exsul|helvomaculatus|nigrocinctus|notius|rosenblatti|rufus|simulator|spinorbis
c900b6a9104066ddd58a4e9d5adc49518fa7268a,8062,Merluccius,genus,0.999,Metazoa,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,
4672bc21cd5a075e25c7bfb392915ceb414b130c,1,root,no rank,1,,,,,,,
7d3b2fd17279d4feb95be4890d9953a3f167d752,5001985,Sebastes entomelas|mystinus,species,NA,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes entomelas|mystinus
1bc9604560a063ab74b223697d3a810c31f18a18,274741,Hexagrammos decagrammus,species,NA,Metazoa,Chordata,Actinopteri,Perciformes,Hexagrammidae,Hexagrammos,Hexagrammos decagrammus
3023b640a37298d8bbdb2a7d2ea4db3be064f77b,48438,Stomiiformes,order,1,Metazoa,Chordata,Actinopteri,Stomiiformes,,,
5b4e6b7cbe95e6f11954e6d10b9dcffb22802416,1489388,Euteleosteomorpha,cohort,0.9995,Metazoa,Chordata,Actinopteri,,,,
887c3a07ee684f43c172da3e575e6056646529be,48438,Stomiiformes,order,1,Metazoa,Chordata,Actinopteri,Stomiiformes,,,
b18341ca4f94829d686b182087e0ec3542adbff9,30988,Anoplopomatidae,family,1,Metazoa,Chordata,Actinopteri,Perciformes,Anoplopomatidae,,
3e475f74fc57bca39effea085332ffeb410859b3,72070,Sebastes elongatus,species,NA,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes elongatus
ceeef90eb147b9672c36201812711d41250edff7,302051,Icichthys lockingtoni,species,NA,Metazoa,Chordata,Actinopteri,Scombriformes,Centrolophidae,Icichthys,Icichthys lockingtoni
45583b2e75935f07b9c1999e5f0200283c24a7a0,8016,Oncorhynchus,genus,0.9896,Metazoa,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,
18ec2bbb2afd906c078b97d68ba34b138d5b2972,36211,Trachurus,genus,1,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Trachurus,
b1c233ec989c1186eb00d878647363c47c596d72,88678,Diaphus,genus,1,Metazoa,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,
61564ecc679930074f4036efe6ea074126ae182d,36211,Trachurus,genus,1,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Trachurus,
9c9a29499030c39f474ca37c50e7132f298e9958,30724,Clupea pallasii,species,0.9909,Metazoa,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii
c525b31d5ceab66364d56dc1ef6ba5c681a5e182,195599,Citharichthys,genus,1,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae,Citharichthys,
6ff8194ca8c90bd430832bf76df4c2f64a354046,36211,Trachurus,genus,0.9997,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Trachurus,
705f860217bcb01bb4c4345dcd32f0055213bc58,68514,Myctophiformes,order,1,Metazoa,Chordata,Actinopteri,Myctophiformes,,,
1e9d1bdcddb32072ac52f950b389b6d30b12374c,8092,Cottidae,family,0.9945,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,,
9f14f26ab7d05588d212055c432577f10b68b80f,186625,Clupeocephala,no rank,1,Metazoa,Chordata,Actinopteri,,,,
8fb3686f1ad1d4beb1270f156ef1a94d35e21755,195599,Citharichthys,genus,1,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae,Citharichthys,
733677964f27c05fcb25aa43ca666c25c11ee8a2,7780,Raja,genus,0.9997,Metazoa,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,
d929a66cb3beafc94c8fab3143ba8728d42a4e79,30988,Anoplopomatidae,family,1,Metazoa,Chordata,Actinopteri,Perciformes,Anoplopomatidae,,
77cc933db476d35a60bca59841cf74eb7708a975,504568,Salmoninae,subfamily,0.9685,Metazoa,Chordata,Actinopteri,Salmoniformes,Salmonidae,,
1c9ae6921fd1c0c76a7ee5b588ce1be5beb0f7a5,7780,Raja,genus,0.9981,Metazoa,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,
74066494c72c1695219c035c049f10e696375826,195599,Citharichthys,genus,0.9999,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae,Citharichthys,
b4a68db1a2f4c394d9d7434523e7abc21287d132,94237,Mola mola,species,NA,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Molidae,Mola,Mola mola
7a1b004d0933e79da3f139e6dfc1fdda13a810e1,30478,Raja rhina,species,NA,Metazoa,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,Raja rhina
f8dfaffc62848194b37b34f913912e29fb6d7c05,30724,Clupea pallasii,species,0.9128,Metazoa,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii
42221b51b96dc83d89fabb363315ce2905414cbb,28380,Sardinops,genus,1,Metazoa,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinops,
e0f0d41788939e4974ce54199d4021ad5b526cda,28380,Sardinops,genus,1,Metazoa,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinops,
20300531e224f99bf94902a80a3c0daccd4d04d2,186625,Clupeocephala,no rank,1,Metazoa,Chordata,Actinopteri,,,,
40acaabc384d653d49dc12ab18e3249673654feb,88678,Diaphus,genus,1,Metazoa,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,
02ad992eb16879dc7fbe36a0235a097d39be4daa,34820,Sebastes,genus,0.9127,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,
cb02ff11f2bbaed932a1875667fd8968d5ccd471,283367,Pholis laeta,species,NA,Metazoa,Chordata,Actinopteri,Perciformes,Pholidae,Pholis,Pholis laeta
bd4dd1508fe7a702aa6e9f9ccfb4659383a7401f,8062,Merluccius,genus,0.9989,Metazoa,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,
aabd7e6a689836ba05bc360cd9aecacf70d0b1e9,240832,Thaleichthys pacificus,species,NA,Metazoa,Chordata,Actinopteri,Osmeriformes,Osmeridae,Thaleichthys,Thaleichthys pacificus
cc2ceade627f577afafb1b40deafa3394023a022,5000373,Sebastes chrysomelas|caurinus|maliger,species,NA,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes chrysomelas|caurinus|maliger
8b9622cc78003861afe73a81908f989b6fbe89a1,36211,Trachurus,genus,1,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Trachurus,
23d16934cec742949214f43708db5786f67e0cdd,36211,Trachurus,genus,1,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Trachurus,
75d71ba6a76008ba53d7d7c867a659a757f29374,8192,Zoarcales,infraorder,0.9528,Metazoa,Chordata,Actinopteri,Perciformes,,,
2fcc09bfcff8caed24e6a738f70203fdbae3e678,34820,Sebastes,genus,0.9112,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,
f5e1b14b87347cf995453ca03ad06862e8a509a1,34820,Sebastes,genus,0.9112,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,
bce7798201145021d1e5254ba2012c4514ec93ae,8016,Oncorhynchus,genus,0.9981,Metazoa,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,
327334d08a8db7733a537c33c7bd1e4b9896c736,38578,Lamna ditropis,species,NA,Metazoa,Chordata,Chondrichthyes,Lamniformes,Alopiidae,Lamna,Lamna ditropis
dd7ef30451320cf4effa3a477e3d3f94c30bdd5a,186625,Clupeocephala,no rank,0.9902,Metazoa,Chordata,Actinopteri,,,,
1ec646be89bf07e7c7b5d99f3f559ab00134df04,34820,Sebastes,genus,0.9112,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,
4f385cc634e3b24fdba75a6a8f053747c8e7476c,123368,Acanthomorphata,no rank,1,Metazoa,Chordata,Actinopteri,,,,
827f6384febcebda526464a197bca5d31dd65a62,28380,Sardinops,genus,1,Metazoa,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinops,
a9ddeb171879e60200fb0d40205d68a6a02024d1,36211,Trachurus,genus,1,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Trachurus,
7c3dcbf4416f9ad2ea59bb77e47b65a84161960f,7776,Gnathostomata,no rank,1,Metazoa,Chordata,,,,,
5757820e14c6b161a80c0de777f0510d391143c0,195599,Citharichthys,genus,1,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae,Citharichthys,
f3825a6609aa611d902f61973ca6fc41c601f476,36211,Trachurus,genus,1,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Trachurus,
892966cc270b6501a261e48ba86fbed57008aac8,7797,Squalus acanthias,species,1,Metazoa,Chordata,Chondrichthyes,Squaliformes,Squalidae,Squalus,Squalus acanthias
d871be2f6fffdd04bbf0645aaf46abb0f092e731,30724,Clupea pallasii,species,0.9148,Metazoa,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii
c496a488de7367789a59bc5afc75cb34a53bde0e,36211,Trachurus,genus,1,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Trachurus,
2c7a4cfca593728ba40505707f3f9f5a77c8152a,8062,Merluccius,genus,0.9987,Metazoa,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,
1444a99165e181c88bb78e1d7af03b554a15ff36,8193,Zoarcidae,family,NA,Metazoa,Chordata,Actinopteri,Perciformes,Zoarcidae,,
a66f31c17543c1afaf16387556281621f75177a5,30724,Clupea pallasii,species,0.9111,Metazoa,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii
004390d45fc3536644526c432d597868a5b5d8cf,36211,Trachurus,genus,1,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Trachurus,
7c57977807872e74d38c54fcbbb202c723ed5f7a,30988,Anoplopomatidae,family,1,Metazoa,Chordata,Actinopteri,Perciformes,Anoplopomatidae,,
1437cd7c75f0aeb794489953faec00bbcaf5fcb7,89058,Microstomus pacificus,species,NA,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus pacificus
e19123e04f8a73e5c88779e6ef700b9b15371e8d,504568,Salmoninae,subfamily,0.9926,Metazoa,Chordata,Actinopteri,Salmoniformes,Salmonidae,,
e2672bcf844ae3e74870304ff4b4b57e6f9fc86f,8016,Oncorhynchus,genus,0.9979,Metazoa,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,
390aee699b56f52b0d2b6e5f458d711b30f0f177,5000482,Sebastes aleutianus|melanostictus,species,NA,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes aleutianus|melanostictus
90e343bf24600512137db6435e19ebc2a9ebb0bd,28380,Sardinops,genus,1,Metazoa,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinops,
af321e58c546065c3473ef25920c7132e6dcfc5a,195599,Citharichthys,genus,1,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae,Citharichthys,
ecf3aa7ba498ed9333f3f59e3ca95645646cece2,274705,Sebastinae,subfamily,0.9918,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,,
5f98ae902fa0060f4519c7a7868323518298a9bd,8092,Cottidae,family,0.9927,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,,
3c12593a534c1d16b1b61aa17720e6d876eee572,8113,Cichlidae,family,0.9999,Metazoa,Chordata,Actinopteri,Cichliformes,Cichlidae,,
9f9c36719d14eec0c52186a2cf1b162f1984cdf6,7797,Squalus acanthias,species,1,Metazoa,Chordata,Chondrichthyes,Squaliformes,Squalidae,Squalus,Squalus acanthias
615a8a074852ec62434447babf56a54a647ce7a7,8256,Pleuronectidae,family,0.9999,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,,
e35b6c71a6c05960865654bba68611b2dc1bc203,195599,Citharichthys,genus,1,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae,Citharichthys,
953e5c8ea4076f70f2cab823cddaaa09c35d7ed3,36211,Trachurus,genus,1,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Trachurus,
fc7c6e8ca5d53048d3955f4c5f5724ce055b2814,5002363,Alosa fallax|fallax|sapidissima|alabamae,subspecies,NA,Metazoa,Chordata,Actinopteri,Clupeiformes,Clupeidae,Alosa,Alosa fallax
924a1afa1a137685c33261a4beba6a3c6b334e0a,195599,Citharichthys,genus,1,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae,Citharichthys,
f6092394a4894dd6cd3a7bb93b9f535989673617,41705,Protacanthopterygii,no rank,0.9997,Metazoa,Chordata,Actinopteri,,,,
c6456cf470ef49733266a2eeb0add3ad90a0b4bd,36211,Trachurus,genus,1,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Trachurus,
8d5025970cda6cad5f3a25256c5e6032a6c41cf1,195599,Citharichthys,genus,1,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae,Citharichthys,
d661f8f447e8774603e13671a48f68bca4056e19,195599,Citharichthys,genus,0.9996,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae,Citharichthys,
38242ba9b2a5eaeaab1f5cc1c00e77df15c7a691,8016,Oncorhynchus,genus,0.998,Metazoa,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,
caa36f08937a72a7af22984a22c0837f464e2c83,8062,Merluccius,genus,0.9989,Metazoa,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,
4bfae6dd61202ae2013db15a9bbe550048ff1410,36211,Trachurus,genus,1,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Trachurus,
438d0e3934885d6d72a35f42df117b4ee205deeb,229290,Anoplopoma fimbria,species,NA,Metazoa,Chordata,Actinopteri,Perciformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria
98fe4e18489a3566732afa5c7a853a4495043ead,8092,Cottidae,family,0.9987,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,,
5696d761159b99840d282dc18718561c46c627e9,8016,Oncorhynchus,genus,0.9978,Metazoa,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,
3fd6f59e87ab10d82fb49d33bd5ac380ee4bfb5e,30724,Clupea pallasii,species,0.9908,Metazoa,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii
25afc9c2dd52d85e9c8f6f24fba49b1ea5a17f3d,8062,Merluccius,genus,0.999,Metazoa,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,
ee24524e38793826876647b989cbcd19e9d19bd0,274705,Sebastinae,subfamily,0.9901,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,,
8afb34db536eb177e924077f9c94386b4344e133,8256,Pleuronectidae,family,1,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,,
98a02ab54ee6d843659ccde3952a2f880355475f,8157,Carangidae,family,1,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,,
6e0d6aa643fc54e3fbe55d9787f7cb05903915a0,36211,Trachurus,genus,1,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Trachurus,
3c3aaf81d3ff3426f51bc7d79301c2fac2b975f6,1489388,Euteleosteomorpha,cohort,0.9995,Metazoa,Chordata,Actinopteri,,,,
cc4b4ce5aab2e78786d9db0191e3b1ff57e9cb4d,28380,Sardinops,genus,1,Metazoa,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinops,
6afff35c10aa9dac32e96250c3522d0d44bd513e,8062,Merluccius,genus,0.9989,Metazoa,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,
033ced900a259b730755f782fb11d915c3f7ed40,28380,Sardinops,genus,1,Metazoa,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinops,
777e88cf0a84cd0584cfa86337027cdcd4329fc4,72087,Sebastes miniatus,species,NA,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes miniatus
d83d08b41cdea348f59fbccfade7f247aa43a80d,8157,Carangidae,family,1,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,,
364c1c36a845d6047e5eff4b61455c74a7212db0,1,root,no rank,1,,,,,,,
67b970ff1722d6461ccf6002d5ec3ac9b67f2ea8,91657,Stenobrachius,genus,0.9964,Metazoa,Chordata,Actinopteri,Myctophiformes,Myctophidae,Stenobrachius,
965af45f8b3192327813dd0d55a8017f8358470f,36211,Trachurus,genus,1,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Trachurus,
a2bb4be753a533189c893ca6b001f9a2cae2b49d,195599,Citharichthys,genus,1,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae,Citharichthys,
ab2a6517ef9e22d5d280b07a6799b20517c8e8b8,504568,Salmoninae,subfamily,0.9888,Metazoa,Chordata,Actinopteri,Salmoniformes,Salmonidae,,
7e1e095b9490d46a4c7a0c9ebdc2ed220fdd6b9e,41705,Protacanthopterygii,no rank,0.9975,Metazoa,Chordata,Actinopteri,,,,
dc222fae4961b35be38fe92d170962b47e9b4562,36211,Trachurus,genus,1,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Trachurus,
ade8e1187f3bfa2fb2f38db2b5cc4717787c4280,8062,Merluccius,genus,0.9989,Metazoa,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,
585eccbcc3465e718cadcfd83c8f6fd9189a2dd6,30724,Clupea pallasii,species,0.991,Metazoa,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii
be450704be214a97e33a734e865eb6009c188d20,36211,Trachurus,genus,0.9999,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Trachurus,
bdf9706ddc7287081fdd97efbc9def37ae075536,30724,Clupea pallasii,species,0.9907,Metazoa,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii
f6869ee74d1428e6259ae9e1767708f7f7bdfdba,8256,Pleuronectidae,family,0.9345,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,,
a8116d06e3d50b123aa0440ac0e120e190ba7bd8,32443,Teleostei,infraclass,0.9971,Metazoa,Chordata,Actinopteri,,,,
7dd3f844636830c096db025033e81f15ff51c254,1490021,Cottales,infraorder,1,Metazoa,Chordata,Actinopteri,Perciformes,,,
47b5dda6a47f1d2b9fe7cf3c1ea0fd9e22112f34,8256,Pleuronectidae,family,1,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,,
