Transect,Region no.,VL_start,VL_end,Lat,Lon,stratum,Depth,NASC,ntk_male,ntk_female,ntk_total,wgt_male,wgt_female,wgt_total,nntk_male,nntk_female,nntk_total,nwgt_male,nwgt_female,nwgt_total,Layer Depth,Layer height,Transect spacing,interval,mix_coef,sig_b,wgt_per_fish
1,999,797.000645,797.496745,34.44261167,-120.7574595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.50108,0,0.001216238,0.144744236
1,999,797.501725,797.999518,34.44278897,-120.7473582,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.501122,0,0.001216238,0.144744236
1,999,798.002847,798.497911,34.44303778,-120.7372431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.499219,0,0.001216238,0.144744236
1,999,798.502066,798.998542,34.44335167,-120.7272095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.499799,0,0.001216238,0.144744236
1,999,799.001865,799.498085,34.44358373,-120.7171553,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.500538,0,0.001216238,0.144744236
1,999,799.502403,799.9987,34.44384333,-120.7070359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.501187,0,0.001216238,0.144744236
1,999,800.00359,800.499828,34.44416208,-120.6969251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.500609,0,0.001216238,0.144744236
1,999,800.504199,800.998305,34.44446333,-120.6868133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.497474,0,0.001216238,0.144744236
1,999,801.001673,801.498838,34.44463,-120.6767683,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.500499,0,0.001216238,0.144744236
1,999,801.502172,801.997313,34.444475,-120.66665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.499049,0,0.001216238,0.144744236
1,999,802.001221,802.497513,34.44422811,-120.6566006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.499553,0,0.001216238,0.144744236
1,999,802.500774,802.998983,34.44397,-120.6465451,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.501442,0,0.001216238,0.144744236
1,999,803.002216,803.497775,34.44360161,-120.6364101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.498917,0,0.001216238,0.144744236
1,999,803.501133,803.997362,34.44346455,-120.6263873,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.499647,0,0.001216238,0.144744236
1,999,804.00078,804.498553,34.44322514,-120.6162711,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.501068,0,0.001216238,0.144744236
1,999,804.501848,804.999588,34.44301833,-120.6061826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.501546,0,0.001216238,0.144744236
1,999,805.003394,805.499345,34.44290453,-120.5960587,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.499598,0,0.001216238,0.144744236
1,999,805.502992,805.998353,34.44284815,-120.585957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.499266,0,0.001216238,0.144744236
1,999,806.002258,806.49864,34.44275714,-120.5758809,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.49963,0,0.001216238,0.144744236
1,999,806.501888,806.999495,34.44274886,-120.5658866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.500852,0,0.001216238,0.144744236
1,999,807.00274,807.49746,34.4429779,-120.555794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.49797,0,0.001216238,0.144744236
1,999,807.50071,807.997302,34.44316833,-120.5457067,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.499903,0,0.001216238,0.144744236
1,999,808.000613,808.496535,34.44325667,-120.53569,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.499557,0,0.001216238,0.144744236
1,999,808.50017,808.99899,34.44333,-120.5255913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.502077,0,0.001216238,0.144744236
1,999,809.002247,809.498912,34.44351833,-120.5154218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.499895,0,0.001216238,0.144744236
1,999,809.502142,809.99774,34.4438237,-120.5053339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.498437,0,0.001216238,0.144744236
1,999,810.000579,810.211492,34.44407,-120.4953667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.210913,0,0.001216238,0.144744236
1,999,816.372541,816.372541,34.44219304,-120.6115503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.001216238,0.144744236
2,999,832.33237,832.498571,34.62361167,-120.695415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.166201,0,0.001216238,0.144744236
2,999,832.501833,832.999213,34.62358179,-120.6988509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.501128,0,0.001216238,0.144744236
2,999,833.002961,833.499376,34.62353399,-120.7090252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.50011,0,0.001216238,0.144744236
2,999,833.503071,833.996353,34.62355909,-120.7191273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.497061,0,0.001216238,0.144744236
2,999,834.000132,834.497521,34.62362032,-120.7291747,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.501293,0,0.001216238,0.144744236
2,999,834.501425,834.682955,34.62370405,-120.7392408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.18153,0,0.001216238,0.144744236
2,999,835.76992,835.99896,34.61226576,-120.7532377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.22904,0,0.001216238,0.144744236
2,999,836.001168,836.498821,34.61198157,-120.7578154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.499564,0,0.001216238,0.144744236
2,999,836.500732,836.998734,34.611725,-120.7678667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.500654,0,0.001216238,0.144744236
2,999,837.001386,837.497085,34.61162,-120.7780167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.499133,0,0.001216238,0.144744236
2,999,837.500519,837.996877,34.61168338,-120.7880995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.500318,0,0.001216238,0.144744236
2,999,838.000837,838.498474,34.61174791,-120.798197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.501607,0,0.001216238,0.144744236
2,999,838.502444,838.998257,34.61171285,-120.8081996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.499731,0,0.001216238,0.144744236
2,999,839.002175,839.49658,34.611655,-120.8183194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.498362,0,0.001216238,0.144744236
2,999,839.500537,839.996345,34.61169528,-120.8283724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.499799,0,0.001216238,0.144744236
2,999,840.000336,840.498955,34.61169,-120.8384459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.506743,0,0.001216238,0.144744236
2,999,840.507079,840.999926,34.61164333,-120.8486412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.496801,0,0.001216238,0.144744236
2,999,841.00388,841.492392,34.61175167,-120.8586867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.496878,0,0.001216238,0.144744236
2,999,841.500758,841.997302,34.611715,-120.868675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.504726,0,0.001216238,0.144744236
2,999,842.005484,842.496555,34.61155439,-120.8788325,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.495086,0,0.001216238,0.144744236
2,999,842.50057,842.997982,34.61136833,-120.8887833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.50137,0,0.001216238,0.144744236
2,999,843.00194,843.498403,34.61139167,-120.8988747,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.50047,0,0.001216238,0.144744236
2,999,843.50241,843.995378,34.61142447,-120.9089473,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.502141,0,0.001216238,0.144744236
2,999,844.004551,844.491911,34.61137333,-120.9190266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.496541,0,0.001216238,0.144744236
2,999,844.501092,844.995995,34.6114232,-120.9290202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.503324,0,0.001216238,0.144744236
2,999,845.004416,845.494765,34.61153,-120.9390983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.49887,0,0.001216238,0.144744236
2,999,845.503286,845.997616,34.61166354,-120.9491661,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.503555,0,0.001216238,0.144744236
2,999,846.006841,846.499246,34.6116131,-120.9593222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.501634,0,0.001216238,0.144744236
2,999,846.508475,846.993874,34.61159512,-120.9693648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.494458,0,0.001216238,0.144744236
2,999,847.002933,847.498662,34.61164297,-120.9793023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.50426,0,0.001216238,0.144744236
2,999,847.507193,847.995598,34.61166259,-120.9894046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.496884,0,0.001216238,0.144744236
2,999,848.004077,848.49269,34.61175786,-120.9993575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.497844,0,0.001216238,0.144744236
2,999,848.501921,848.99686,34.61189833,-121.0093645,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.503424,0,0.001216238,0.144744236
2,999,849.005345,849.496387,34.61195667,-121.01946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.495287,0,0.001216238,0.144744236
2,999,849.500632,849.99584,34.61202641,-121.0294012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.50328,0,0.001216238,0.144744236
2,999,850.003912,850.495394,34.61201648,-121.0395394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.500593,0,0.001216238,0.144744236
2,999,850.504505,850.996097,34.61199344,-121.04961,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.499883,0,0.001216238,0.144744236
2,999,851.004388,851.492369,34.61206,-121.0596912,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.49662,0,0.001216238,0.144744236
2,999,851.501008,851.994147,34.61205798,-121.0696858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.501289,0,0.001216238,0.144744236
2,999,852.002297,852.495258,34.61166833,-121.0797433,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.501613,0,0.001216238,0.144744236
2,999,852.50391,852.993638,34.61155167,-121.0898817,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.498617,0,0.001216238,0.144744236
2,999,853.002527,853.495489,34.61140301,-121.0999244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.501203,0,0.001216238,0.144744236
2,999,853.50373,853.995262,34.61139779,-121.1100189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.500608,0,0.001216238,0.144744236
2,999,854.004338,854.417145,34.61149352,-121.1201256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.412807,0,0.001216238,0.144744236
2,999,910.520412,910.520412,34.59263667,-121.0896017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0,0,0.001216238,0.144744236
2,999,912.820869,912.996342,34.61186333,-121.1288433,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.175473,0,0.001216238,0.144744236
2,999,913.001455,913.495569,34.611775,-121.1324867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.499055,0,0.001216238,0.144744236
2,999,913.50051,913.999211,34.6117061,-121.1424964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.503123,0,0.001216238,0.144744236
2,999,914.003633,914.498708,34.61152463,-121.1526537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.497541,0,0.001216238,0.144744236
2,999,914.501174,914.996521,34.6114483,-121.1627107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.501457,0,0.001216238,0.144744236
2,999,915.002631,915.495978,34.61138174,-121.1729183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.501892,0,0.001216238,0.144744236
2,999,915.504523,915.999687,34.61134408,-121.1831669,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.501345,0,0.001216238,0.144744236
2,999,916.005868,916.498086,34.61148597,-121.1932417,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.498699,0,0.001216238,0.144744236
2,999,916.504567,916.9934,34.61168792,-121.2033323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.499178,0,0.001216238,0.144744236
2,999,917.003745,917.491994,34.61196201,-121.2134077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.498613,0,0.001216238,0.144744236
2,999,917.502358,917.995157,34.611975,-121.2234947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.498925,0,0.001216238,0.144744236
2,999,918.001283,918.495293,34.61197677,-121.2335476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.499131,0,0.001216238,0.144744236
2,999,918.500414,918.997743,34.6118288,-121.2435872,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.503589,0,0.001216238,0.144744236
2,999,919.004003,919.49517,34.61166667,-121.2537467,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.497377,0,0.001216238,0.144744236
2,999,919.50138,919.998971,34.61158568,-121.2637716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.503463,0,0.001216238,0.144744236
2,999,920.004843,920.499208,34.61156292,-121.2738946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.499722,0,0.001216238,0.144744236
2,999,920.504565,920.996726,34.61164046,-121.2839222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.497824,0,0.001216238,0.144744236
2,999,921.002389,921.495412,34.61175128,-121.2939511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.498047,0,0.001216238,0.144744236
2,999,921.500436,921.997913,34.6117792,-121.303983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.503499,0,0.001216238,0.144744236
2,999,922.003935,922.495641,34.61180833,-121.3141233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.49685,0,0.001216238,0.144744236
2,999,922.500785,922.99752,34.61183833,-121.3241215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.501969,0,0.001216238,0.144744236
2,999,923.002754,923.496629,34.61178333,-121.3342159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.500493,0,0.001216238,0.144744236
2,999,923.503247,923.99625,34.61168973,-121.3442873,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.499413,0,0.001216238,0.144744236
2,999,924.00266,924.497978,34.6115983,-121.3543557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.50141,0,0.001216238,0.144744236
2,999,924.50407,924.998223,34.61149167,-121.364455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.500088,0,0.001216238,0.144744236
2,999,925.004158,925.499186,34.61135167,-121.3745282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.501344,0,0.001216238,0.144744236
2,999,925.505502,925.999507,34.61118333,-121.3845722,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.500388,0,0.001216238,0.144744236
2,999,926.00589,926.496756,34.61126167,-121.3946344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.497028,0,0.001216238,0.144744236
2,999,926.502918,926.99846,34.61142578,-121.4046454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.501543,0,0.001216238,0.144744236
2,999,927.004461,927.493729,34.61158833,-121.4146382,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.495708,0,0.001216238,0.144744236
2,999,927.500169,927.999933,34.61176333,-121.4245333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.507986,0,0.001216238,0.144744236
2,999,928.008155,928.497524,34.61189869,-121.4347564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.497115,0,0.001216238,0.144744236
2,999,928.50527,928.992161,34.61193408,-121.4447046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.495302,0,0.001216238,0.144744236
2,999,929.000572,929.498642,34.61198329,-121.4546824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.505861,0,0.001216238,0.144744236
2,999,929.506433,929.997454,34.61198049,-121.4648438,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.499114,0,0.001216238,0.144744236
2,999,930.005547,930.498464,34.61199066,-121.4748568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.500531,0,0.001216238,0.144744236
2,999,930.506078,930.997597,34.61189557,-121.4849678,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.499397,0,0.001216238,0.144744236
2,999,931.005475,931.499023,34.61174863,-121.4949964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.501005,0,0.001216238,0.144744236
2,999,931.50648,931.999925,34.61151027,-121.5051021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.501739,0,0.001216238,0.144744236
2,999,932.008219,932.498137,34.61134542,-121.5152001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.498341,0,0.001216238,0.144744236
2,999,932.50656,932.998051,34.61142175,-121.5252443,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.499688,0,0.001216238,0.144744236
2,999,933.006248,933.494233,34.61161167,-121.53534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.494835,0,0.001216238,0.144744236
2,999,933.501083,933.998083,34.61179167,-121.5453033,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.503204,0,0.001216238,0.144744236
2,999,934.004287,934.498519,34.61167167,-121.5554917,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.502535,0,0.001216238,0.144744236
2,999,934.506822,934.994623,34.61159448,-121.5655914,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.495438,0,0.001216238,0.144744236
2,999,935.00226,935.494237,34.61156167,-121.5755692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.498119,0,0.001216238,0.144744236
2,999,935.500379,935.998435,34.61155833,-121.5856033,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02847409,0.505788,0,0.001216238,0.144744236
